age,country,music_style,favorite_artists,have_music_degree,track_memorized
20-29,台灣,"Pop 流行樂, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂, Indie Rock 獨立音樂","Billie Eilish , Alan Walker , Lindsey Stirling",no,"-1,-1,0,1,1,1,-1,1,1,0,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,1,1,1,0,-1,0,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1"
20-29,台灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂",優里/澤野弘之/IU,no,"-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,-1,1,1,0,1,1,0,-1,1,1,1,-1,-1,1,-1,1,0,1,-1,-1,0,0,-1,-1,-1,0,-1,-1,-1,0,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,0,-1,0,1,-1,-1,1,1,0,-1,-1,1,0,-1,-1,-1,-1,0,-1,-1,0,1,-1,-1,0,1,1,0,0,-1,0,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,0,0,-1,1,1,-1,-1,1,1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,1,0,0,-1,-1,1,0,0,0,1,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,0,-1,1,-1,0,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,1"
20-29,臺灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, R & B / Soul 節奏藍調／靈魂樂, Jazz/Blues 爵士樂／藍調",周深、柏林愛樂、克萊斯勒,yes,"-1,-1,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,1"
20-29,台灣,"Pop 流行樂, Classical 古典樂, Indie Rock 獨立音樂, Rock 搖滾音樂",伍佰、澤野宏之、Two Steps From Hell,yes,"-1,-1,0,-1,0,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,0,1,1,1,-1,-1,0,1,-1,1,1,0,-1,-1,0,0,-1,0,0,1,0,0,0,-1,-1,-1,0,0,1,1,1,-1,1,1,0,1,-1,-1,1,0,0,-1,1,-1,-1,0,0,0,1,-1,1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,1,0,0,1,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,-1,0,1,1,1,0,1,1,0,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,1,-1,-1,0,0,0,1,0,1,1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,0,-1,-1,0,-1,0,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,0,1,-1,1,-1,1,1,-1,1,-1,0,-1,-1,-1,0,1,1,-1,-1,-1,1,1,0,0,-1,-1,0,1,1,0,-1,-1,1,0,-1,-1,-1,0,-1,-1,1"
20-29,台灣,"Pop 流行樂, Classical 古典樂, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂",billie eilish、deca joins、HYUKOH,no,"-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,1,0,-1,0,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,0,-1,1,-1,0,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,0,0,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,0,1,1,-1,0,-1,0,0,-1,0,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1"
20-29,中華民國,Pop 流行樂,楊丞琳、鄧紫棋、周深,no,"-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,0,-1,1,1,-1,1,-1,-1,-1,1,0,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,0,-1,-1"
20-29,馬來西亞,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, R & B / Soul 節奏藍調／靈魂樂, Jazz/Blues 爵士樂／藍調","Taylor Swift,Alec Benjamin，Shawn Mendes",yes,"-1,1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,0,-1,1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,0,1,0,1,-1,-1,-1,1,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,1,-1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,0,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,1"
20-29,台灣,"Pop 流行樂, Classical 古典樂, R & B / Soul 節奏藍調／靈魂樂",椅子樂團、9m88、德布西,no,"-1,-1,0,-1,0,-1,1,1,-1,-1,-1,0,1,-1,1,1,-1,1,1,-1,-1,-1,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,-1,0,0,1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,0,-1,-1,1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,0,0,-1,1,1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,1,1,0,-1,1,0,-1,0,-1,1,1,1,-1,1,-1,0,1,-1,-1,0,-1,0,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1"
20-29,台灣,"Pop 流行樂, Classical 古典樂, Electronic Dance Music (EDM) 電音","cYsmix, Antonio Lucio Vivaldi, 黃明志",no,"-1,-1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,0,-1,0,0,1,1,-1,-1,0,1,-1,1,-1,0,-1,1,-1,-1,0,1,1,-1,-1,0,-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,1,0,-1,0,1,-1,0,-1,-1,1,0,1,0,-1,1,-1,-1,1,1,1,0,1,-1,-1,1,-1,0,-1,1,1,1,1,-1,0,1,-1,1,-1,0,-1,1,0,1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,0,-1,1,0,1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,1,1,1,1,-1,0,0,1,1,-1,-1,0,1,1,1,1,0,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,0,-1,1,1,1,0,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1"
20-29,台灣（中華民國）,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂",CL、黃小琥、Rihanna,no,"-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1"
20-29,台灣,"Pop 流行樂, Hip-hop / Rap 嘻哈樂／饒舌樂, R & B / Soul 節奏藍調／靈魂樂",GOT7、Winner、BE'O,no,"-1,0,0,1,-1,-1,-1,-1,-1,1,0,0,-1,1,1,1,-1,1,1,-1,0,1,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,0,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,1,-1,-1,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,-1,1,-1"
20-29,台灣,"Pop 流行樂, Electronic Dance Music (EDM) 電音", Alan walker  /紅髮艾德 /  Taylor swift,no,"-1,0,-1,1,0,-1,-1,-1,-1,0,1,0,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,1,0,-1,1,1,1,-1,-1,0,1,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,-1,0,1,1,-1,-1,0,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,0,0,1,1,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,1,-1,1,-1,-1,0,0,1,1,1,1,0,0,1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,0,1,0,1,1,-1,1,-1,0,-1,0,1,0,-1,0,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1"
20-29,臺灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂, Rock 搖滾音樂, Jazz/Blues 爵士樂／藍調",藤井風/魏如萱/Aiko,no,"1,-1,-1,0,0,-1,1,-1,0,-1,0,1,1,1,-1,1,1,0,0,1,0,-1,1,1,0,1,-1,-1,1,-1,0,-1,-1,1,0,0,1,0,1,-1,0,-1,-1,-1,0,-1,-1,0,1,-1,1,-1,0,0,-1,-1,0,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,0,1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,0,0,-1,-1,-1,1,-1,0,1,1,0,1,-1,1,0,-1,1,-1,1,-1,1,1,-1,1,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,1,1,1,0,0,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,1,0,1,0,-1,1,1,-1,-1,0,-1,0,1,1,0,1,0,0,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,1,-1,-1,0,-1,-1"
20-29,台灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Hip-hop / Rap 嘻哈樂／饒舌樂, R & B / Soul 節奏藍調／靈魂樂, Rock 搖滾音樂","Kendrick Lamar,Doja cat,j cole",no,"-1,-1,1,1,1,-1,-1,0,0,-1,-1,-1,-1,1,0,1,1,0,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,1,0,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,1,1,0,0,-1,1,-1,0,1,1,1,1,1,1,-1,1,1,0,0,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,0,1,-1,1,-1,0,-1,1,0,1,1,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,0,1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,1,-1,1,-1,-1,0,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,1,-1,-1,0,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,1,0,-1,-1,1,1,1,-1,1,1,-1,1,1,0,-1,-1,-1,1,1,0,1,-1,1,-1,0,-1,0"
20-29,臺灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Electronic Dance Music (EDM) 電音, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂",D.o/Ed sheeran/Trash 樂團,no,"1,-1,1,1,1,1,0,-1,-1,-1,1,0,1,-1,-1,1,1,-1,0,1,-1,-1,1,0,-1,1,-1,-1,1,1,1,-1,0,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,0,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,0,1,1,1,1,-1,0,-1,1,1,1,1,1,-1,0,0,-1,-1,1,-1,1,-1,0,1,-1,0,1,1,0,0,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,-1,-1,0,0,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,0,-1,1,1,1,1,1,-1,1,0,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,-1,0,-1,0,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,1,-1,1,0,1,1,-1,-1,-1,-1,-1"
20-29,台灣,"Pop 流行樂, Classical 古典樂",Camila Cabello、告五人、德布西,yes,"-1,1,1,1,0,-1,1,-1,0,-1,1,0,-1,-1,1,0,-1,-1,-1,1,-1,1,0,1,1,1,-1,0,-1,1,0,-1,0,-1,-1,1,-1,-1,1,1,-1,1,1,1,0,-1,-1,0,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,-1,0,-1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,0,1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,1,-1,-1,-1,0,-1,-1,1,0,-1,-1,0,0,1,-1,-1,-1,0,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,0,0,-1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,-1,1,-1"
20-29,台灣,"Pop 流行樂, Classical 古典樂, Indie Rock 獨立音樂, Jazz/Blues 爵士樂／藍調",宇宙人、壞特、莊彥宇,yes,"-1,1,-1,0,-1,-1,1,1,0,-1,-1,0,-1,0,1,-1,1,0,-1,1,0,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,1,-1,-1,1,0,1,0,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,0,-1,1,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,-1,-1,-1,1,0,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0,1,0,-1,-1,-1,-1,1,0,-1,1,-1,0,1,-1,-1,0,1,1,0,1,0,1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,-1,1,0,-1,-1,0,-1,0,1,0,-1,0,1,0,-1,-1,-1,0,0,1,0,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,1,0,1,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,-1,0,-1,1"
20-29,台灣,"Classical 古典樂, 我沒有特定一定聽什麼音樂ＱＱ",沒有特定歌手，都是以歌曲為主,yes,"-1,-1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,1,0,-1,0,1,1,1,0,-1,1,-1,0,-1,1,-1,1,1,1,1,-1,-1,-1,0,0,0,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,1,1,0,-1,-1,0,-1,1,-1,0,-1,-1,1,1,1,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,0,0,-1,1,1,0,0,-1,-1,0,-1,-1,-1,1,-1,1,-1,1,0,1,0,1,0,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,0,1,1,-1,1,-1,-1,1,0,1,1,-1,-1,-1,-1,0,0,0,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,1,0,1,1,0,0,0,-1,-1,1,1,0,-1,1,1,-1,1,1,-1,0,-1,-1,-1,1,0,0,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1"
20-29,中華民國,"Pop 流行樂, Classical 古典樂, Hip-hop / Rap 嘻哈樂／饒舌樂, Indie Rock 獨立音樂, Rock 搖滾音樂, 金屬樂",1.樂團:Powerwolf 2.樂團：Bring me the horizon 3.V.K克,no,"-1,1,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,-1,0,0,1,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,0,1,0,1,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,1,1,1,0,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,1,-1,-1,-1,0,-1,1,1,-1,1,1,-1,1,-1,-1,0,1,-1,1,1,1,-1,-1,1,0,1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,1,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,-1,1,0,-1,1,0,1,-1,-1,1,0,-1,1,-1,-1,1,1,0,1,0,-1,1,1,-1,-1,1,0,1,-1,0,-1,0,-1,-1,0,0,-1,0,1,1,1,-1,-1,1,0,0,-1,-1,-1,-1,0,-1,1,-1,1,-1,1,1,0,0,-1,-1,0,-1,-1,0,1,1,0,0,0,0"
